id,country,x,y,cone,asrank,angle,r,cone_map
53013,BR,1039.2857522178588,598.1204536439461,1070,52,-47.6990388126514,132.6633671078895,4.835297230732346
7738,BR,1044.7240223647352,594.5628085882281,1034,53,-44.9512017465065,133.84605030051776,4.869488595480625
50509,RU,1065.9786503431546,431.84684665659483,1014,54,30.44,134.52100076222075,4.889001409704207
4455,GB,964.3641292163052,365.8343553807066,1002,55,83.889039946463,134.9323845644671,4.900894513218159
9304,HK,894.3906923938373,375.8686425982886,971,56,114.131787390156,136.01834061194918,4.932289496719655
7843,US,921.1909923905532,633.0418315321789,968,57,-102.218243684895,136.1252653142606,4.935380689289328
11537,US,964.9710756628814,635.6242371114978,959,58,-83.7008261950275,136.4480369905683,4.944712016718212
11164,US,965.0569843853452,636.3844583989257,938,59,-83.7,137.213094388068,4.966829821971832
28329,BR,1037.810491433375,606.0143370099254,926,60,-50.3654268896901,137.65798944276673,4.979691735614239
9049,RU,1024.3448959257357,383.6539236415047,915,61,57.421508545207,138.0708985783221,4.991628936505964
3303,CH,1087.8003728201857,480.98731634610357,888,62,7.85565359254304,139.10580465640288,5.021548065666189
1221,AU,833.8383845989123,419.8150852391458,837,63,145.383165223048,141.1493586517334,5.080627200698011
61832,BR,1061.0333934798794,590.6232367617564,786,64,-39.2206360625657,143.3212667709683,5.143417052762691
14840,BR,1053.911369212978,598.7725734942921,785,65,-43.5476489215128,143.36524657810605,5.144688508750887
61568,BR,1056.419416514755,596.1965612058304,783,66,-42.1116285506914,143.4533743038762,5.147236280829686
52468,PA,973.3841389181681,641.6690442159212,780,67,-80.6271712601674,143.5859883205768,5.1510701513404085
267613,BR,1051.3738558756277,602.5687382020758,766,68,-45.3356872618339,144.21166635005122,5.169158499812838
7713,ID,902.6059021176785,363.7030414063068,764,69,109.173930338549,144.30198001403164,5.171769467353558
32787,US,1039.4241074239503,618.6566437129486,675,70,-52.996947085058,148.5801806628051,5.29545222513713
23520,US,980.887983355246,645.4388834930312,673,71,-78.0098024456546,148.68266996342732,5.298415190267787
20562,NL,1100.047588003389,488.69152853707425,639,72,4.31,150.47312116275967,5.350177124826376
3223,GB,1097.771322729136,530.338508856899,632,73,-11.6020137585904,150.85353473080644,5.361174879035918
29076,RU,1072.2705875825638,411.5511725272287,631,74,35.8814494425468,150.90822266892386,5.362755907033237
12741,PL,1093.265203741339,451.0269779639144,622,75,18.8722097745595,151.40434435773074,5.377098782392641
22356,BR,1054.4655167372093,609.898806911254,618,76,-46.4519111818484,151.62714779250194,5.383540028495498
15830,NL,1100.817190712093,521.2314611282878,606,77,-8.01322012893898,152.30430051685946,5.403116510120596
13335,US,884.5740091266775,638.3644063850227,593,78,-115.307254780542,153.05315820340257,5.424765981817449
7545,AU,826.3027751034361,409.0711404662601,585,79,143.680685621097,153.52218387978235,5.4383255116030815
